filename,transcription
bengali3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snack and a big toy frog for the kids. She can scoop these things into three red bags. And we will go meet her Wednesday at the train station.
"
bosnian2,"Prosim, završi Stella. Posijeći je da dolazi ove stvari sa njom iz voda. 6 žličiča češnjaka, 5 cvijeća češnjaka, i možda snak za svoj brate Bob. Potrebno je i mali plastični snak i veliki zvončak za dječki. Može se to skupiti u 3 češnjaka i dođemo do njegoveg dneva u treninu.
"
bulgarian3,"Please call Stella, ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
bengali2,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
bulgarian4,"Моля ви да звените Стелла. Нека дKen да да поштета тези им mentoring-ami от магазината diy. Девчата, честора, пяти мя으니까ard, кукла пакриът този, само вие за татко Бък! Както и да си можем с пластичен лятocateк и голямто имач по-л auch knitting. Если е тоя за хращietа с паттската. Де са може да се разпитате за още повече, за карантир днес неделната под påлезност.
"
bosnian1,"radz ngali Squid Stella biez viņš. Astātīgi prezkauti su, lasturi šaules par jādā nķēram. 6 neviņšunās manęnejša piesa, 5 palmindus kēka kalnu smrti, taču esam mazliet viņa sasniģa pārsinámī. Tāpēc mājs tā, ka viņam taču milleti un mūšana pēdējā logi pārvaju. Tā, ka vairs pie šonēļi spāle atvaro tajā. Un mēs vispār pārvēršam viņu pārvēršanās treniņu stāciju.
"
bosnian3,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
bulgarian5,"Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.
"
bulgarian1,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
bengali4,"Please call Stella. Ask her to bring this thing with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snake for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop this thing into three red bags and we will go meet her when we are at the train station.
"
bosnian4,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
burmese1,"Please call Stella. Ask her to bring these things with her from the store. Six pounds of fresh snow peas, five thick slices of blue cheese, and maybe a snack for her brother, Paul. We also need a small plastic snake and a big tray of fruit for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
danish2,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags, and we will go meet her Wednesday at the train station.
"
czech4,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas. Five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kid. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.
"
catalan1,"Please call Stella, ask her to bring these things with her from the store, 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.
"
danish5,"Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go to meet her Wednesday at the train station.
"
